CASEID,SNRLGSVC,SNRLGIMP,SNRLDCSN,SNRLFRND
31114,3-5,Agree,Disagree,Disagree
31115,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31116,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31117,25-52,Agree,Disagree,Strongly Disagree
31118,99,99,99,99
31119,99,99,99,99
31120,1-2,Agree,Strongly Disagree,Strongly Disagree
31121,1-2,Disagree,Disagree,Strongly Disagree
31122,25-52,Strongly Agree,Strongly Agree,Agree
31123,3-5,Agree,Disagree,Strongly Disagree
31124,99,99,99,99
31125,6-24,Strongly Disagree,Strongly Disagree,Disagree
31126,99,99,99,99
31127,52+,Strongly Agree,Agree,Disagree
31128,99,99,99,99
31129,1-2,Agree,Disagree,Strongly Disagree
31130,1-2,Disagree,Agree,Agree
31131,99,99,99,99
31132,99,99,99,99
31133,0,Agree,Disagree,Disagree
31134,99,99,99,99
31135,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31136,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31137,25-52,Strongly Agree,Strongly Agree,Disagree
31138,99,99,99,99
31139,99,99,99,99
31140,3-5,Agree,Agree,Agree
31141,0,Agree,Agree,Disagree
31142,99,99,99,99
31143,0,Agree,Agree,Agree
31144,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31145,3-5,Agree,Agree,Disagree
31146,99,99,99,99
31147,0,Disagree,Strongly Disagree,Strongly Disagree
31148,6-24,Strongly Agree,Strongly Agree,Disagree
31149,25-52,Strongly Disagree,Strongly Agree,Disagree
31150,99,99,99,99
31151,1-2,Strongly Agree,Agree,Disagree
31152,99,99,99,99
31153,6-24,Strongly Agree,Agree,Agree
31154,6-24,Strongly Agree,Strongly Agree,Disagree
31155,0,Agree,Agree,Agree
31156,1-2,Agree,Disagree,Strongly Disagree
31157,99,99,99,99
31158,52+,Strongly Agree,Strongly Agree,Disagree
31159,99,99,99,99
31160,99,99,99,99
31161,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31162,0,Disagree,Agree,Agree
31163,52+,Strongly Agree,Agree,Agree
31164,0,Disagree,Disagree,Disagree
31165,99,99,99,99
31166,6-24,Agree,Agree,Disagree
31167,0,Agree,Agree,Disagree
31168,0,Agree,Agree,Disagree
31169,52+,Strongly Agree,Strongly Agree,Agree
31170,0,Strongly Agree,Strongly Agree,Disagree
31171,99,99,99,99
31172,99,99,99,99
31173,99,99,99,99
31174,99,99,99,99
31175,0,Strongly Agree,Strongly Agree,Agree
31176,0,Agree,Disagree,Disagree
31177,0,Agree,Disagree,Strongly Disagree
31178,0,Agree,Agree,Strongly Disagree
31179,99,99,99,99
31180,3-5,Strongly Agree,Agree,Disagree
31181,1-2,Agree,Agree,Agree
31182,0,Agree,Disagree,Agree
31183,0,Disagree,Disagree,Disagree
31184,99,99,99,99
31185,99,99,99,99
31186,3-5,Disagree,Agree,99
31187,99,99,99,99
31188,99,99,99,99
31189,99,99,99,99
31190,0,Strongly Agree,Agree,Disagree
31191,1-2,Strongly Agree,Strongly Agree,Disagree
31192,99,99,99,99
31193,0,Agree,Agree,Agree
31194,0,Disagree,Agree,Disagree
31195,0,Agree,Disagree,Strongly Disagree
31196,99,99,99,99
31197,52+,Strongly Agree,Strongly Agree,Agree
31198,0,Agree,Disagree,Strongly Disagree
31199,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31200,52+,Strongly Agree,Strongly Agree,Strongly Disagree
31201,99,99,99,99
31202,6-24,Strongly Disagree,Strongly Disagree,Strongly Disagree
31203,6-24,Strongly Agree,Strongly Agree,Agree
31204,6-24,Agree,Agree,Disagree
31205,0,Disagree,Disagree,Disagree
31206,99,99,99,99
31207,99,99,99,99
31208,25-52,Agree,Strongly Agree,Disagree
31209,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31210,52+,Agree,Agree,Disagree
31211,6-24,Agree,Agree,Disagree
31212,0,Agree,Agree,Disagree
31213,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31214,0,Agree,Agree,Agree
31215,99,99,99,99
31216,99,99,99,99
31217,3-5,Agree,Agree,Disagree
31218,1-2,Agree,Agree,Disagree
31219,99,99,99,99
31220,99,99,99,99
31221,0,Agree,Agree,Strongly Disagree
31222,3-5,Disagree,Disagree,Disagree
31223,6-24,Agree,Agree,Agree
31224,52+,Strongly Agree,Agree,Agree
31225,99,99,99,99
31226,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31227,0,Agree,Disagree,Strongly Disagree
31228,3-5,Strongly Agree,Strongly Agree,Disagree
31229,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31230,0,Disagree,Disagree,99
31231,25-52,Strongly Agree,Strongly Agree,Strongly Agree
31232,25-52,Strongly Agree,Disagree,Agree
31233,25-52,Agree,Agree,Agree
31234,1-2,Agree,Disagree,Disagree
31235,1-2,Strongly Agree,Strongly Agree,Strongly Agree
31236,99,99,99,99
31237,52+,Strongly Disagree,Strongly Disagree,Disagree
31238,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31239,0,Disagree,Disagree,Disagree
31240,0,Disagree,Disagree,Disagree
31241,99,99,99,99
31242,1-2,Agree,Agree,Agree
31243,25-52,Strongly Disagree,Agree,Disagree
31244,99,99,99,99
31245,52+,Strongly Agree,Strongly Agree,Strongly Disagree
31246,3-5,Strongly Agree,Agree,Disagree
31247,99,99,99,99
31248,3-5,Agree,Agree,Agree
31249,0,Strongly Agree,Strongly Agree,Disagree
31250,99,99,99,99
31251,1-2,Agree,Agree,Disagree
31252,99,99,99,99
31253,6-24,Agree,Agree,Agree
31254,99,99,99,99
31255,99,99,99,99
31256,3-5,Strongly Agree,Strongly Agree,Strongly Disagree
31257,25-52,Strongly Agree,Agree,Strongly Disagree
31258,6-24,Strongly Agree,Strongly Agree,Disagree
31259,1-2,Strongly Disagree,Strongly Disagree,Strongly Disagree
31260,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31261,52+,Strongly Agree,Strongly Agree,Strongly Agree
31262,0,Agree,Agree,Disagree
31263,99,99,99,99
31264,6-24,Agree,Agree,Agree
31265,6-24,Disagree,Disagree,Strongly Disagree
31266,99,99,99,99
31267,0,Agree,Agree,Disagree
31268,52+,Strongly Agree,Strongly Agree,Strongly Agree
31269,99,99,99,99
31270,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31271,99,99,99,99
31272,99,99,99,99
31273,6-24,Strongly Agree,Strongly Agree,Strongly Agree
31274,0,Strongly Agree,Strongly Agree,Strongly Disagree
31275,25-52,Disagree,Disagree,Strongly Disagree
31276,0,Strongly Disagree,Disagree,Strongly Disagree
31277,1-2,Agree,Agree,Disagree
31278,99,99,99,99
31279,52+,Strongly Agree,Strongly Agree,Strongly Agree
31280,99,99,99,99
31281,3-5,Agree,Agree,Strongly Disagree
31282,25-52,Strongly Agree,Strongly Agree,Agree
31283,25-52,Strongly Disagree,Strongly Disagree,Strongly Disagree
31284,99,99,99,99
31285,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31286,6-24,Strongly Agree,Strongly Agree,Agree
31287,99,99,99,99
31288,99,99,99,99
31289,25-52,Strongly Agree,Strongly Agree,Agree
31290,0,Strongly Agree,Agree,Agree
31291,25-52,Agree,Agree,Disagree
31292,52+,Strongly Agree,Strongly Disagree,Disagree
31293,99,99,99,99
31294,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31295,0,Agree,Agree,Strongly Disagree
31296,52+,Strongly Agree,Strongly Agree,Strongly Agree
31297,1-2,Agree,Agree,Disagree
31298,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31299,99,99,99,99
31300,0,Disagree,Strongly Disagree,Strongly Disagree
31301,0,Strongly Disagree,Agree,Disagree
31302,99,99,99,99
31303,0,Agree,Agree,Disagree
31304,99,99,99,99
31305,0,Disagree,Disagree,Strongly Disagree
31306,99,99,99,99
31307,3-5,Agree,Agree,Disagree
31308,99,99,99,99
31309,99,99,99,99
31310,0,Agree,Disagree,Disagree
31311,25-52,Strongly Agree,Strongly Agree,Disagree
31312,25-52,Strongly Agree,Strongly Agree,Disagree
31313,99,99,99,99
31314,99,99,99,99
31315,6-24,Agree,Disagree,Disagree
31316,6-24,Agree,Agree,Agree
31317,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31318,3-5,Agree,Agree,Disagree
31319,0,Agree,Agree,Disagree
31320,99,99,99,99
31321,99,99,99,99
31322,52+,Strongly Agree,Strongly Agree,Agree
31323,1-2,Strongly Agree,Agree,Disagree
31324,99,99,99,99
31325,6-24,Agree,Disagree,Agree
31326,99,99,99,99
31327,25-52,Strongly Agree,Agree,Strongly Disagree
31328,6-24,Strongly Agree,Agree,Disagree
31329,99,99,99,99
31330,99,99,99,99
31331,1-2,Disagree,Disagree,Disagree
31332,0,Agree,Agree,Disagree
31333,99,99,99,99
31334,1-2,Strongly Disagree,Agree,Strongly Disagree
31335,1-2,Agree,Disagree,Strongly Disagree
31336,99,99,99,99
31337,0,Disagree,Disagree,Disagree
31338,99,99,99,99
31339,52+,Strongly Agree,Strongly Agree,Agree
31340,6-24,Strongly Agree,Agree,Disagree
31341,0,Agree,Agree,Disagree
31342,0,Strongly Disagree,Disagree,Disagree
31343,3-5,Agree,Agree,Disagree
31344,6-24,Strongly Agree,Strongly Agree,Disagree
31345,25-52,Strongly Agree,Agree,Strongly Disagree
31346,99,99,99,99
31347,1-2,Agree,Agree,Strongly Disagree
31348,1-2,Agree,Agree,Disagree
31349,99,99,99,99
31350,99,99,99,99
31351,6-24,Strongly Agree,Strongly Agree,Agree
31352,99,99,99,99
31353,99,99,99,99
31354,99,99,99,99
31355,3-5,Strongly Agree,Disagree,Disagree
31356,0,Disagree,Disagree,Disagree
31357,99,99,99,99
31358,1-2,Agree,Disagree,Disagree
31359,99,99,99,99
31360,99,99,99,99
31361,3-5,Strongly Disagree,Disagree,Agree
31362,6-24,Strongly Agree,Strongly Agree,Agree
31363,0,Agree,Agree,Strongly Disagree
31364,99,99,99,99
31365,0,Strongly Agree,Strongly Agree,Strongly Agree
31366,52+,Strongly Agree,Agree,Disagree
31367,1-2,Agree,Agree,Disagree
31368,99,99,99,99
31369,99,99,99,99
31370,25-52,Strongly Agree,Agree,Agree
31371,1-2,Disagree,Strongly Disagree,Agree
31372,99,99,99,99
31373,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31374,99,99,99,99
31375,99,99,99,99
31376,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31377,0,Agree,Disagree,Strongly Disagree
31378,99,99,99,99
31379,25-52,Strongly Agree,Agree,Disagree
31380,52+,Strongly Agree,Strongly Agree,Strongly Agree
31381,3-5,Agree,Disagree,Disagree
31382,3-5,Strongly Disagree,Strongly Disagree,Disagree
31383,25-52,Strongly Agree,Agree,Disagree
31384,99,99,99,99
31385,0,Agree,Agree,Disagree
31386,0,Strongly Agree,Strongly Agree,Disagree
31387,99,99,99,99
31388,3-5,Strongly Agree,Strongly Agree,Strongly Disagree
31389,52+,Strongly Agree,Strongly Agree,Agree
31390,52+,Strongly Agree,Agree,Disagree
31391,99,99,99,99
31392,52+,Agree,Strongly Agree,Disagree
31393,99,99,99,99
31394,3-5,Disagree,Disagree,Strongly Disagree
31395,0,Disagree,Disagree,Disagree
31396,0,Agree,Disagree,Strongly Disagree
31397,99,99,99,99
31398,25-52,Strongly Disagree,Strongly Disagree,Agree
31399,25-52,Strongly Agree,Strongly Agree,Agree
31400,0,Disagree,Disagree,Disagree
31401,99,Agree,Agree,Agree
31402,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31403,1-2,Agree,Agree,Disagree
31404,0,Agree,Agree,Agree
31405,99,99,99,99
31406,99,99,99,99
31407,52+,Strongly Agree,Strongly Agree,Agree
31408,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31409,99,99,99,99
31410,99,99,99,99
31411,99,99,99,99
31412,3-5,Disagree,Disagree,Strongly Disagree
31413,0,Disagree,Agree,Agree
31414,0,Agree,Agree,Disagree
31415,3-5,Agree,Agree,Disagree
31416,3-5,Agree,Disagree,Disagree
31417,0,Strongly Disagree,Strongly Disagree,Agree
31418,0,Agree,Agree,Disagree
31419,99,99,99,99
31420,0,Agree,Agree,Disagree
31421,99,99,99,99
31422,0,Disagree,Disagree,Disagree
31423,99,99,99,99
31424,0,Agree,Agree,Disagree
31425,3-5,Strongly Disagree,Strongly Agree,Strongly Disagree
31426,1-2,Agree,Agree,Disagree
31427,99,99,99,99
31428,3-5,Disagree,Disagree,Disagree
31429,1-2,Agree,Agree,Disagree
31430,99,99,99,99
31431,99,99,99,99
31432,0,Agree,Agree,Strongly Disagree
31433,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31434,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31435,25-52,Strongly Agree,Strongly Agree,Disagree
31436,52+,Agree,Strongly Agree,Strongly Disagree
31437,25-52,Strongly Agree,Strongly Agree,Strongly Agree
31438,99,99,99,99
31439,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31440,99,99,99,99
31441,52+,Agree,Agree,Agree
31442,6-24,Agree,Agree,Agree
31443,3-5,Agree,Agree,Strongly Disagree
31444,3-5,Strongly Agree,Strongly Agree,Disagree
31445,99,99,99,99
31446,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31447,0,Disagree,Disagree,Disagree
31448,99,99,99,99
31449,0,Agree,Agree,Strongly Disagree
31450,3-5,Agree,Agree,Disagree
31451,52+,Strongly Agree,Strongly Agree,Disagree
31452,99,99,99,99
31453,0,Agree,Agree,Disagree
31454,0,Agree,Agree,Agree
31455,99,99,99,99
31456,0,Agree,Disagree,Disagree
31457,0,Disagree,Disagree,Disagree
31458,0,Disagree,Disagree,Disagree
31459,6-24,Agree,Strongly Disagree,Disagree
31460,25-52,Agree,Agree,Disagree
31461,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31462,3-5,Agree,Disagree,Disagree
31463,99,99,99,99
31464,1-2,Disagree,Disagree,Disagree
31465,99,99,99,99
31466,3-5,Agree,Agree,Disagree
31467,99,99,99,99
31468,99,99,99,99
31469,52+,Strongly Agree,Strongly Agree,Agree
31470,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31471,0,Disagree,Strongly Disagree,Strongly Disagree
31472,99,99,99,99
31473,52+,Strongly Agree,Strongly Agree,Agree
31474,0,Strongly Disagree,Strongly Disagree,Disagree
31475,1-2,Disagree,Disagree,Agree
31476,3-5,Agree,Agree,Strongly Disagree
31477,99,99,99,99
31478,3-5,Agree,Agree,Disagree
31479,0,Strongly Agree,Agree,Disagree
31480,0,Agree,Disagree,Disagree
31481,0,Disagree,Strongly Disagree,Strongly Disagree
31482,99,99,99,99
31483,99,99,99,99
31484,52+,Strongly Agree,Agree,Agree
31485,6-24,Strongly Agree,Agree,Strongly Disagree
31486,99,99,99,99
31487,52+,Strongly Agree,Strongly Agree,Strongly Agree
31488,6-24,Agree,Agree,Disagree
31489,6-24,Agree,Agree,Disagree
31490,0,Strongly Agree,Strongly Agree,Strongly Agree
31491,99,99,99,99
31492,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31493,1-2,Disagree,Disagree,Disagree
31494,99,99,99,99
31495,0,Agree,Strongly Disagree,Disagree
31496,25-52,Strongly Agree,Strongly Agree,Disagree
31497,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31498,0,Agree,Strongly Disagree,Strongly Disagree
31499,1-2,Agree,Agree,Strongly Disagree
31500,6-24,Strongly Disagree,Strongly Disagree,Strongly Disagree
31501,52+,Strongly Agree,Strongly Agree,Strongly Agree
31502,1-2,Agree,Agree,Agree
31503,99,99,99,99
31504,1-2,Strongly Disagree,Strongly Agree,Agree
31505,25-52,Strongly Agree,Agree,Agree
31506,99,99,99,99
31507,3-5,Agree,Agree,Strongly Disagree
31508,1-2,Agree,Agree,Disagree
31509,6-24,Strongly Agree,Agree,Disagree
31510,99,99,99,99
31511,99,99,99,99
31512,52+,Strongly Agree,Agree,Disagree
31513,99,99,99,99
31514,0,Disagree,Disagree,Disagree
31515,3-5,Strongly Agree,Strongly Agree,Disagree
31516,99,99,99,99
31517,3-5,Agree,Agree,Disagree
31518,99,99,99,99
31519,1-2,Strongly Disagree,Strongly Disagree,Strongly Disagree
31520,0,Agree,Disagree,Strongly Disagree
31521,99,99,99,99
31522,3-5,Agree,Disagree,Disagree
31523,52+,Strongly Disagree,Strongly Disagree,Strongly Disagree
31524,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31525,99,99,99,99
31526,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31527,3-5,Agree,Agree,Disagree
31528,99,99,99,99
31529,0,Agree,Disagree,Disagree
31530,0,Disagree,Disagree,Disagree
31531,99,99,99,99
31532,25-52,Disagree,Disagree,Strongly Disagree
31533,0,99,Agree,Strongly Disagree
31534,1-2,Strongly Disagree,Strongly Disagree,Strongly Disagree
31535,99,99,99,99
31536,1-2,Agree,Agree,Disagree
31537,0,Disagree,Disagree,Disagree
31538,6-24,Agree,Agree,Agree
31539,6-24,Strongly Agree,Strongly Agree,Strongly Agree
31540,3-5,Strongly Agree,Strongly Agree,Disagree
31541,3-5,Strongly Agree,Strongly Agree,Agree
31542,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31543,1-2,Agree,Agree,Disagree
31544,99,99,99,99
31545,99,99,99,99
31546,6-24,Strongly Agree,Strongly Agree,Disagree
31547,6-24,Strongly Agree,Strongly Agree,Agree
31548,1-2,Agree,Agree,Disagree
31549,99,99,99,99
31550,1-2,Strongly Disagree,Strongly Agree,Agree
31551,99,99,99,99
31552,0,Strongly Agree,Agree,Disagree
31553,99,99,99,99
31554,99,99,99,99
31555,0,Agree,Agree,Strongly Disagree
31556,0,Disagree,Disagree,Disagree
31557,99,99,99,99
31558,0,Agree,Agree,Disagree
31559,99,99,99,99
31560,0,Disagree,Disagree,Disagree
31561,99,99,99,99
31562,1-2,Strongly Disagree,Disagree,Strongly Disagree
31563,1-2,Disagree,Disagree,Disagree
31564,1-2,Agree,Agree,Disagree
31565,0,Agree,Agree,Agree
31566,99,99,99,99
31567,3-5,Strongly Agree,Strongly Agree,Agree
31568,52+,Strongly Agree,Strongly Agree,Agree
31569,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31570,52+,Strongly Agree,Strongly Agree,Disagree
31571,52+,Strongly Agree,Strongly Agree,Strongly Agree
31572,0,Disagree,Disagree,Strongly Disagree
31573,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31574,0,Disagree,Strongly Disagree,Strongly Disagree
31575,99,99,99,99
31576,25-52,Strongly Agree,Strongly Agree,Disagree
31577,99,99,99,99
31578,99,99,99,99
31579,0,Strongly Agree,Strongly Agree,Disagree
31580,99,99,99,99
31581,99,99,99,99
31582,3-5,Strongly Agree,Agree,Agree
31583,6-24,Agree,Disagree,Disagree
31584,25-52,Strongly Agree,Strongly Agree,Disagree
31585,0,Disagree,Strongly Disagree,Strongly Disagree
31586,99,99,99,99
31587,99,99,99,99
31588,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31589,0,Strongly Disagree,Agree,Disagree
31590,1-2,Strongly Agree,Agree,Disagree
31591,0,Disagree,Agree,Strongly Disagree
31592,1-2,Strongly Disagree,Disagree,Disagree
31593,3-5,Agree,Disagree,Strongly Disagree
31594,1-2,Strongly Agree,Strongly Agree,Strongly Disagree
31595,0,Strongly Disagree,Strongly Disagree,Disagree
31596,1-2,Strongly Agree,Strongly Agree,Agree
31597,0,Agree,Agree,Agree
31598,3-5,Agree,Disagree,Disagree
31599,99,99,99,99
31600,3-5,Strongly Agree,Agree,Disagree
31601,99,99,99,99
31602,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31603,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31604,0,Agree,Agree,Disagree
31605,1-2,Disagree,Strongly Disagree,Strongly Disagree
31606,3-5,Strongly Agree,Agree,Disagree
31607,99,99,99,99
31608,99,99,99,99
31609,0,99,99,99
31610,0,Disagree,Disagree,Disagree
31611,0,Disagree,Agree,Strongly Disagree
31612,99,99,99,99
31613,99,99,99,99
31614,0,Disagree,Agree,Agree
31615,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31616,99,99,99,99
31617,0,Agree,Agree,Agree
31618,0,Agree,Agree,Strongly Disagree
31619,99,99,99,99
31620,99,99,99,99
31621,99,99,99,99
31622,3-5,Strongly Agree,Strongly Agree,Agree
31623,99,99,99,99
31624,1-2,Agree,Agree,Agree
31625,99,99,99,99
31626,99,99,99,99
31627,3-5,Agree,Disagree,Disagree
31628,99,99,99,99
31629,1-2,Disagree,Disagree,Disagree
31630,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31631,99,99,99,99
31632,99,99,99,99
31633,99,99,99,99
31634,52+,Strongly Agree,Strongly Agree,Strongly Agree
31635,3-5,Strongly Disagree,Strongly Disagree,Disagree
31636,0,Agree,Disagree,Disagree
31637,6-24,Agree,Agree,Strongly Agree
31638,52+,Strongly Agree,Agree,Disagree
31639,0,Strongly Disagree,Strongly Disagree,Agree
31640,0,Strongly Disagree,Agree,Agree
31641,52+,Strongly Agree,Strongly Agree,Strongly Agree
31642,99,99,99,99
31643,52+,Strongly Agree,Strongly Agree,Strongly Agree
31644,99,99,99,99
31645,1-2,Disagree,Strongly Disagree,Strongly Disagree
31646,99,99,99,99
31647,25-52,Agree,Strongly Agree,Agree
31648,0,Disagree,Disagree,Strongly Disagree
31649,99,99,99,99
31650,0,Agree,Agree,Agree
31651,0,Agree,Agree,Strongly Disagree
31652,0,Disagree,Strongly Disagree,Strongly Disagree
31653,99,99,99,99
31654,1-2,Agree,Agree,Agree
31655,6-24,Agree,Agree,Disagree
31656,99,99,99,99
31657,99,99,99,99
31658,0,Agree,Strongly Disagree,Strongly Disagree
31659,1-2,Agree,Disagree,Disagree
31660,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31661,3-5,Strongly Disagree,Strongly Disagree,Strongly Agree
31662,99,99,99,99
31663,99,99,99,99
31664,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31665,99,99,99,99
31666,99,99,99,99
31667,0,Disagree,Agree,Disagree
31668,0,Disagree,Disagree,Disagree
31669,99,99,99,99
31670,6-24,Agree,Agree,Strongly Disagree
31671,52+,Strongly Agree,Strongly Agree,Agree
31672,25-52,Agree,Agree,Strongly Disagree
31673,99,99,99,99
31674,25-52,Strongly Agree,Strongly Agree,Strongly Agree
31675,99,99,99,99
31676,6-24,Strongly Agree,Strongly Agree,Strongly Agree
31677,99,99,99,99
31678,99,99,99,99
31679,6-24,Strongly Agree,Strongly Agree,Agree
31680,3-5,Strongly Agree,Strongly Agree,Disagree
31681,0,Agree,Strongly Disagree,Strongly Disagree
31682,99,99,99,99
31683,52+,Agree,Strongly Agree,Disagree
31684,52+,Strongly Agree,Strongly Agree,Agree
31685,1-2,Agree,Agree,Disagree
31686,52+,Agree,Disagree,Disagree
31687,99,99,99,99
31688,99,99,99,99
31689,25-52,Strongly Agree,Strongly Agree,Disagree
31690,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
31691,99,99,99,99
31692,99,99,99,99
31693,1-2,Strongly Agree,Strongly Agree,Agree
31694,99,99,99,99
31695,1-2,Agree,Disagree,Disagree
31696,99,99,99,99
31697,0,Agree,Agree,Strongly Disagree
31698,99,99,99,99
31699,99,99,99,99
31700,52+,Strongly Agree,Agree,Agree
31701,25-52,Strongly Agree,Strongly Agree,Agree
31702,0,Disagree,Strongly Disagree,Strongly Disagree
31703,99,99,99,99
31704,25-52,Strongly Agree,Agree,Disagree
31705,3-5,Agree,Agree,Disagree
31706,99,99,99,99
31707,0,Disagree,Disagree,Strongly Disagree
